date,borough,station_id,rides_station
2024-09-20,Camden,Camden-S3,5
2024-09-21,Camden,Camden-S1,37
2024-09-21,Camden,Camden-S2,8
2024-09-21,Camden,Camden-S3,36
2024-09-22,Camden,Camden-S1,31
2024-09-22,Camden,Camden-S2,27
2024-09-22,Camden,Camden-S3,7
2024-09-23,Camden,Camden-S1,15
2024-09-23,Camden,Camden-S2,18
2024-09-23,Camden,Camden-S3,57
2024-09-24,Camden,Camden-S1,13
2024-09-24,Camden,Camden-S2,39
2024-09-24,Camden,Camden-S3,52
2024-09-25,Camden,Camden-S1,26
2024-09-25,Camden,Camden-S2,48
2024-09-25,Camden,Camden-S3,32
2024-09-26,Camden,Camden-S1,28
2024-09-26,Camden,Camden-S2,31
2024-09-26,Camden,Camden-S3,39
2024-09-27,Camden,Camden-S1,0
2024-09-27,Camden,Camden-S2,27
2024-09-27,Camden,Camden-S3,65
2024-09-28,Camden,Camden-S1,8
2024-09-28,Camden,Camden-S2,19
2024-09-28,Camden,Camden-S3,47
2024-09-29,Camden,Camden-S1,69
2024-09-29,Camden,Camden-S2,8
2024-09-29,Camden,Camden-S3,0
2024-09-30,Camden,Camden-S1,46
2024-09-30,Camden,Camden-S2,40
2024-09-30,Camden,Camden-S3,18
2024-10-01,Camden,Camden-S1,44
2024-10-01,Camden,Camden-S2,26
2024-10-01,Camden,Camden-S3,31
2024-10-02,Camden,Camden-S1,23
2024-10-02,Camden,Camden-S2,57
2024-10-02,Camden,Camden-S3,17
2024-10-03,Camden,Camden-S1,58
2024-10-03,Camden,Camden-S2,9
2024-10-03,Camden,Camden-S3,41
2024-10-04,Camden,Camden-S1,53
2024-10-04,Camden,Camden-S2,17
2024-10-04,Camden,Camden-S3,30
2024-10-05,Camden,Camden-S1,8
2024-10-05,Camden,Camden-S2,38
2024-10-05,Camden,Camden-S3,30
2024-10-06,Camden,Camden-S1,26
2024-10-06,Camden,Camden-S2,32
2024-10-06,Camden,Camden-S3,20
2024-10-07,Camden,Camden-S1,34
2024-10-07,Camden,Camden-S2,50
2024-10-07,Camden,Camden-S3,17
2024-10-08,Camden,Camden-S1,11
2024-10-08,Camden,Camden-S2,78
2024-10-08,Camden,Camden-S3,20
2024-10-09,Camden,Camden-S1,30
2024-10-09,Camden,Camden-S2,47
2024-10-09,Camden,Camden-S3,34
2024-10-10,Camden,Camden-S1,60
2024-10-10,Camden,Camden-S2,15
2024-10-10,Camden,Camden-S3,37
2024-10-11,Camden,Camden-S1,47
2024-10-11,Camden,Camden-S2,14
2024-10-11,Camden,Camden-S3,33
2024-10-12,Camden,Camden-S1,29
2024-10-12,Camden,Camden-S2,39
2024-10-12,Camden,Camden-S3,11
2024-10-13,Camden,Camden-S1,33
2024-10-13,Camden,Camden-S2,33
2024-10-13,Camden,Camden-S3,0
2024-10-14,Camden,Camden-S1,56
2024-10-14,Camden,Camden-S2,10
2024-10-14,Camden,Camden-S3,48
2024-10-15,Camden,Camden-S1,45
2024-10-15,Camden,Camden-S2,45
2024-10-15,Camden,Camden-S3,7
2024-10-16,Camden,Camden-S1,34
2024-10-16,Camden,Camden-S2,43
2024-10-16,Camden,Camden-S3,32
2024-10-17,Camden,Camden-S1,34
2024-10-17,Camden,Camden-S2,0
2024-10-17,Camden,Camden-S3,70
2024-10-18,Camden,Camden-S1,51
2024-10-18,Camden,Camden-S2,54
2024-10-18,Camden,Camden-S3,3
2024-10-19,Camden,Camden-S1,25
2024-10-19,Camden,Camden-S2,20
2024-10-19,Camden,Camden-S3,38
2024-10-20,Camden,Camden-S1,22
2024-10-20,Camden,Camden-S2,29
2024-10-20,Camden,Camden-S3,27
2024-10-21,Camden,Camden-S1,36
2024-10-21,Camden,Camden-S2,64
2024-10-21,Camden,Camden-S3,10
2024-10-22,Camden,Camden-S1,2
2024-10-22,Camden,Camden-S2,26
2024-10-22,Camden,Camden-S3,87
2024-10-23,Camden,Camden-S1,45
2024-10-23,Camden,Camden-S2,23
2024-10-23,Camden,Camden-S3,47
2024-10-24,Camden,Camden-S1,47
2024-10-24,Camden,Camden-S2,50
2024-10-24,Camden,Camden-S3,12
2024-10-25,Camden,Camden-S1,34
2024-10-25,Camden,Camden-S2,48
2024-10-25,Camden,Camden-S3,19
2024-10-26,Camden,Camden-S1,38
2024-10-26,Camden,Camden-S2,35
2024-10-26,Camden,Camden-S3,5
2024-10-27,Camden,Camden-S1,12
2024-10-27,Camden,Camden-S2,13
2024-10-27,Camden,Camden-S3,49
2024-10-28,Camden,Camden-S1,24
2024-10-28,Camden,Camden-S2,80
2024-10-28,Camden,Camden-S3,8
2024-10-29,Camden,Camden-S1,54
2024-10-29,Camden,Camden-S2,14
2024-10-29,Camden,Camden-S3,56
2024-10-30,Camden,Camden-S1,34
2024-10-30,Camden,Camden-S2,56
2024-10-30,Camden,Camden-S3,36
2024-10-31,Camden,Camden-S1,33
2024-10-31,Camden,Camden-S2,29
2024-10-31,Camden,Camden-S3,33
2024-11-01,Camden,Camden-S1,29
2024-11-01,Camden,Camden-S2,19
2024-11-01,Camden,Camden-S3,72
2024-11-02,Camden,Camden-S1,69
2024-11-02,Camden,Camden-S2,9
2024-11-02,Camden,Camden-S3,18
2024-11-03,Camden,Camden-S1,34
2024-11-03,Camden,Camden-S2,21
2024-11-03,Camden,Camden-S3,28
2024-11-04,Camden,Camden-S1,34
2024-11-04,Camden,Camden-S2,23
2024-11-04,Camden,Camden-S3,40
2024-11-05,Camden,Camden-S1,61
2024-11-05,Camden,Camden-S2,65
2024-11-05,Camden,Camden-S3,3
2024-11-06,Camden,Camden-S1,42
2024-11-06,Camden,Camden-S2,3
2024-11-06,Camden,Camden-S3,68
2024-11-07,Camden,Camden-S1,32
2024-11-07,Camden,Camden-S2,67
2024-11-07,Camden,Camden-S3,14
2024-11-08,Camden,Camden-S1,9
2024-11-08,Camden,Camden-S2,53
2024-11-08,Camden,Camden-S3,55
2024-11-09,Camden,Camden-S1,52
2024-11-09,Camden,Camden-S2,15
2024-11-09,Camden,Camden-S3,12
2024-11-10,Camden,Camden-S1,28
2024-11-10,Camden,Camden-S2,24
2024-11-10,Camden,Camden-S3,33
2024-11-11,Camden,Camden-S1,27
2024-11-11,Camden,Camden-S2,29
2024-11-11,Camden,Camden-S3,72
2024-11-12,Camden,Camden-S1,24
2024-11-12,Camden,Camden-S2,41
2024-11-12,Camden,Camden-S3,46
2024-11-13,Camden,Camden-S1,42
2024-11-13,Camden,Camden-S2,22
2024-11-13,Camden,Camden-S3,54
2024-11-14,Camden,Camden-S1,87
2024-11-14,Camden,Camden-S2,9
2024-11-14,Camden,Camden-S3,14
2024-11-15,Camden,Camden-S1,49
2024-11-15,Camden,Camden-S2,32
2024-11-15,Camden,Camden-S3,25
2024-11-16,Camden,Camden-S1,39
2024-11-16,Camden,Camden-S2,32
2024-11-16,Camden,Camden-S3,8
2024-11-17,Camden,Camden-S1,0
2024-11-17,Camden,Camden-S2,42
2024-11-17,Camden,Camden-S3,27
2024-11-18,Camden,Camden-S1,32
2024-11-18,Camden,Camden-S2,64
2024-11-18,Camden,Camden-S3,25
2024-11-19,Camden,Camden-S1,33
2024-11-19,Camden,Camden-S2,30
2024-11-19,Camden,Camden-S3,31
2024-11-20,Camden,Camden-S1,54
2024-11-20,Camden,Camden-S2,1
2024-11-20,Camden,Camden-S3,66
2024-11-21,Camden,Camden-S1,59
2024-11-21,Camden,Camden-S2,29
2024-11-21,Camden,Camden-S3,36
2024-11-22,Camden,Camden-S1,23
2024-11-22,Camden,Camden-S2,54
2024-11-22,Camden,Camden-S3,51
2024-11-23,Camden,Camden-S1,38
2024-11-23,Camden,Camden-S2,37
2024-11-23,Camden,Camden-S3,11
2024-11-24,Camden,Camden-S1,10
2024-11-24,Camden,Camden-S2,28
2024-11-24,Camden,Camden-S3,52
2024-11-25,Camden,Camden-S1,63
2024-11-25,Camden,Camden-S2,39
2024-11-25,Camden,Camden-S3,3
2024-11-26,Camden,Camden-S1,10
2024-11-26,Camden,Camden-S2,9
2024-11-26,Camden,Camden-S3,80
2024-11-27,Camden,Camden-S1,72
2024-11-27,Camden,Camden-S2,11
2024-11-27,Camden,Camden-S3,43
2024-11-28,Camden,Camden-S1,39
2024-11-28,Camden,Camden-S2,58
2024-11-28,Camden,Camden-S3,16
2024-11-29,Camden,Camden-S1,16
2024-11-29,Camden,Camden-S2,35
2024-11-29,Camden,Camden-S3,53
2024-11-30,Camden,Camden-S1,32
2024-11-30,Camden,Camden-S2,14
2024-11-30,Camden,Camden-S3,31
2024-12-01,Camden,Camden-S1,21
2024-12-01,Camden,Camden-S2,17
2024-12-01,Camden,Camden-S3,41
2024-12-02,Camden,Camden-S1,51
2024-12-02,Camden,Camden-S2,21
2024-12-02,Camden,Camden-S3,45
2024-12-03,Camden,Camden-S1,6
2024-12-03,Camden,Camden-S2,51
2024-12-03,Camden,Camden-S3,76
2024-12-04,Camden,Camden-S1,58
2024-12-04,Camden,Camden-S2,20
2024-12-04,Camden,Camden-S3,40
2024-12-05,Camden,Camden-S1,27
2024-12-05,Camden,Camden-S2,46
2024-12-05,Camden,Camden-S3,41
2024-12-06,Camden,Camden-S1,8
2024-12-06,Camden,Camden-S2,49
2024-12-06,Camden,Camden-S3,78
2024-12-07,Camden,Camden-S1,36
2024-12-07,Camden,Camden-S2,4
2024-12-07,Camden,Camden-S3,52
2024-12-08,Camden,Camden-S1,49
2024-12-08,Camden,Camden-S2,21
2024-12-08,Camden,Camden-S3,17
2024-12-09,Camden,Camden-S1,25
2024-12-09,Camden,Camden-S2,46
2024-12-09,Camden,Camden-S3,39
2024-12-10,Camden,Camden-S1,49
2024-12-10,Camden,Camden-S2,12
2024-12-10,Camden,Camden-S3,54
2024-12-11,Camden,Camden-S1,27
2024-12-11,Camden,Camden-S2,45
2024-12-11,Camden,Camden-S3,32
2024-12-12,Camden,Camden-S1,56
2024-12-12,Camden,Camden-S2,11
2024-12-12,Camden,Camden-S3,47
2024-12-13,Camden,Camden-S1,30
2024-12-13,Camden,Camden-S2,19
2024-12-13,Camden,Camden-S3,66
2024-12-14,Camden,Camden-S1,42
2024-12-14,Camden,Camden-S2,34
2024-12-14,Camden,Camden-S3,6
2024-12-15,Camden,Camden-S1,27
2024-12-15,Camden,Camden-S2,26
2024-12-15,Camden,Camden-S3,35
2024-12-16,Camden,Camden-S1,36
2024-12-16,Camden,Camden-S2,25
2024-12-16,Camden,Camden-S3,55
2024-12-17,Camden,Camden-S1,2
2024-12-17,Camden,Camden-S2,27
2024-12-17,Camden,Camden-S3,72
2024-12-18,Camden,Camden-S1,53
2024-12-18,Camden,Camden-S2,2
2024-12-18,Camden,Camden-S3,53
2024-12-19,Camden,Camden-S1,24
2024-12-19,Camden,Camden-S2,37
2024-12-19,Camden,Camden-S3,44
2024-12-20,Camden,Camden-S1,13
2024-12-20,Camden,Camden-S2,35
2024-12-20,Camden,Camden-S3,52
2024-12-21,Camden,Camden-S1,31
2024-12-21,Camden,Camden-S2,19
2024-12-21,Camden,Camden-S3,35
2024-12-22,Camden,Camden-S1,43
2024-12-22,Camden,Camden-S2,32
2024-12-22,Camden,Camden-S3,4
2024-12-23,Camden,Camden-S1,44
2024-12-23,Camden,Camden-S2,38
2024-12-23,Camden,Camden-S3,28
2024-12-24,Camden,Camden-S1,57
2024-12-24,Camden,Camden-S2,56
2024-12-24,Camden,Camden-S3,20
2024-12-25,Camden,Camden-S1,25
2024-12-25,Camden,Camden-S2,43
2024-12-25,Camden,Camden-S3,48
2024-12-26,Camden,Camden-S1,8
2024-12-26,Camden,Camden-S2,35
2024-12-26,Camden,Camden-S3,66
2024-12-27,Camden,Camden-S1,41
2024-12-27,Camden,Camden-S2,34
2024-12-27,Camden,Camden-S3,45
2024-12-28,Camden,Camden-S1,22
2024-12-28,Camden,Camden-S2,31
2024-12-28,Camden,Camden-S3,30
2024-12-29,Camden,Camden-S1,38
2024-12-29,Camden,Camden-S2,3
2024-12-29,Camden,Camden-S3,32
2024-12-30,Camden,Camden-S1,18
2024-12-30,Camden,Camden-S2,12
2024-12-30,Camden,Camden-S3,78
2024-12-31,Camden,Camden-S1,45
2024-12-31,Camden,Camden-S2,2
2024-12-31,Camden,Camden-S3,58
2025-01-01,Camden,Camden-S1,34
2025-01-01,Camden,Camden-S2,36
2025-01-01,Camden,Camden-S3,31
2025-01-02,Camden,Camden-S1,11
2025-01-02,Camden,Camden-S2,83
2025-01-02,Camden,Camden-S3,11
2025-01-03,Camden,Camden-S1,44
2025-01-03,Camden,Camden-S2,12
2025-01-03,Camden,Camden-S3,57
2025-01-04,Camden,Camden-S1,31
2025-01-04,Camden,Camden-S2,20
2025-01-04,Camden,Camden-S3,25
2025-01-05,Camden,Camden-S1,37
2025-01-05,Camden,Camden-S2,17
2025-01-05,Camden,Camden-S3,25
2025-01-06,Camden,Camden-S1,10
2025-01-06,Camden,Camden-S2,55
2025-01-06,Camden,Camden-S3,52
2025-01-07,Camden,Camden-S1,35
2025-01-07,Camden,Camden-S2,41
2025-01-07,Camden,Camden-S3,32
2025-01-08,Camden,Camden-S1,1
2025-01-08,Camden,Camden-S2,74
2025-01-08,Camden,Camden-S3,33
2025-01-09,Camden,Camden-S1,26
2025-01-09,Camden,Camden-S2,19
2025-01-09,Camden,Camden-S3,61
2025-01-10,Camden,Camden-S1,26
2025-01-10,Camden,Camden-S2,43
2025-01-10,Camden,Camden-S3,33
2025-01-11,Camden,Camden-S1,22
2025-01-11,Camden,Camden-S2,29
2025-01-11,Camden,Camden-S3,28
2025-01-12,Camden,Camden-S1,4
2025-01-12,Camden,Camden-S2,41
2025-01-12,Camden,Camden-S3,29
2025-01-13,Camden,Camden-S1,44
2025-01-13,Camden,Camden-S2,63
2025-01-13,Camden,Camden-S3,1
2025-01-14,Camden,Camden-S1,1
2025-01-14,Camden,Camden-S2,7
2025-01-14,Camden,Camden-S3,103
2025-01-15,Camden,Camden-S1,30
2025-01-15,Camden,Camden-S2,32
2025-01-15,Camden,Camden-S3,29
2025-01-16,Camden,Camden-S1,20
2025-01-16,Camden,Camden-S2,3
2025-01-16,Camden,Camden-S3,79
2025-01-17,Camden,Camden-S1,11
2025-01-17,Camden,Camden-S2,44
2025-01-17,Camden,Camden-S3,47
2025-01-18,Camden,Camden-S1,26
2025-01-18,Camden,Camden-S2,16
2025-01-18,Camden,Camden-S3,34
2025-01-19,Camden,Camden-S1,2
2025-01-19,Camden,Camden-S2,58
2025-01-19,Camden,Camden-S3,25
2025-01-20,Camden,Camden-S1,22
2025-01-20,Camden,Camden-S2,9
2025-01-20,Camden,Camden-S3,69
2025-01-21,Camden,Camden-S1,34
2025-01-21,Camden,Camden-S2,30
2025-01-21,Camden,Camden-S3,39
2025-01-22,Camden,Camden-S1,43
2025-01-22,Camden,Camden-S2,12
2025-01-22,Camden,Camden-S3,36
2025-01-23,Camden,Camden-S1,55
2025-01-23,Camden,Camden-S2,40
2025-01-23,Camden,Camden-S3,11
2025-01-24,Camden,Camden-S1,50
2025-01-24,Camden,Camden-S2,17
2025-01-24,Camden,Camden-S3,31
2025-01-25,Camden,Camden-S1,1
2025-01-25,Camden,Camden-S2,28
2025-01-25,Camden,Camden-S3,41
2025-01-26,Camden,Camden-S1,30
2025-01-26,Camden,Camden-S2,37
2025-01-26,Camden,Camden-S3,15
2025-01-27,Camden,Camden-S1,21
2025-01-27,Camden,Camden-S2,42
2025-01-27,Camden,Camden-S3,57
2025-01-28,Camden,Camden-S1,23
2025-01-28,Camden,Camden-S2,33
2025-01-28,Camden,Camden-S3,47
2025-01-29,Camden,Camden-S1,49
2025-01-29,Camden,Camden-S2,1
2025-01-29,Camden,Camden-S3,59
2025-01-30,Camden,Camden-S1,70
2025-01-30,Camden,Camden-S2,22
2025-01-30,Camden,Camden-S3,15
2025-01-31,Camden,Camden-S1,54
2025-01-31,Camden,Camden-S2,41
2025-01-31,Camden,Camden-S3,14
2025-02-01,Camden,Camden-S1,34
2025-02-01,Camden,Camden-S2,28
2025-02-01,Camden,Camden-S3,15
2025-02-02,Camden,Camden-S1,24
2025-02-02,Camden,Camden-S2,23
2025-02-02,Camden,Camden-S3,22
2025-02-03,Camden,Camden-S1,72
2025-02-03,Camden,Camden-S2,0
2025-02-03,Camden,Camden-S3,37
2025-02-04,Camden,Camden-S1,38
2025-02-04,Camden,Camden-S2,11
2025-02-04,Camden,Camden-S3,66
2025-02-05,Camden,Camden-S1,47
2025-02-05,Camden,Camden-S2,45
2025-02-05,Camden,Camden-S3,25
2025-02-06,Camden,Camden-S1,64
2025-02-06,Camden,Camden-S2,7
2025-02-06,Camden,Camden-S3,19
2025-02-07,Camden,Camden-S1,3
2025-02-07,Camden,Camden-S2,58
2025-02-07,Camden,Camden-S3,34
2025-02-08,Camden,Camden-S1,10
2025-02-08,Camden,Camden-S2,39
2025-02-08,Camden,Camden-S3,27
2025-02-09,Camden,Camden-S1,15
2025-02-09,Camden,Camden-S2,31
2025-02-09,Camden,Camden-S3,24
2025-02-10,Camden,Camden-S1,82
2025-02-10,Camden,Camden-S2,12
2025-02-10,Camden,Camden-S3,11
2025-02-11,Camden,Camden-S1,52
2025-02-11,Camden,Camden-S2,12
2025-02-11,Camden,Camden-S3,35
2025-02-12,Camden,Camden-S1,54
2025-02-12,Camden,Camden-S2,37
2025-02-12,Camden,Camden-S3,8
2025-02-13,Camden,Camden-S1,43
2025-02-13,Camden,Camden-S2,51
2025-02-13,Camden,Camden-S3,9
2025-02-14,Camden,Camden-S1,33
2025-02-14,Camden,Camden-S2,31
2025-02-14,Camden,Camden-S3,22
2025-02-15,Camden,Camden-S1,28
2025-02-15,Camden,Camden-S2,30
2025-02-15,Camden,Camden-S3,24
2025-02-16,Camden,Camden-S1,38
2025-02-16,Camden,Camden-S2,21
2025-02-16,Camden,Camden-S3,25
2025-02-17,Camden,Camden-S1,3
2025-02-17,Camden,Camden-S2,17
2025-02-17,Camden,Camden-S3,85
2025-02-18,Camden,Camden-S1,7
2025-02-18,Camden,Camden-S2,53
2025-02-18,Camden,Camden-S3,37
2025-02-19,Camden,Camden-S1,31
2025-02-19,Camden,Camden-S2,28
2025-02-19,Camden,Camden-S3,29
2025-02-20,Camden,Camden-S1,26
2025-02-20,Camden,Camden-S2,41
2025-02-20,Camden,Camden-S3,23
2025-02-21,Camden,Camden-S1,3
2025-02-21,Camden,Camden-S2,41
2025-02-21,Camden,Camden-S3,46
2025-02-22,Camden,Camden-S1,8
2025-02-22,Camden,Camden-S2,61
2025-02-22,Camden,Camden-S3,6
2025-02-23,Camden,Camden-S1,34
2025-02-23,Camden,Camden-S2,38
2025-02-23,Camden,Camden-S3,3
2025-02-24,Camden,Camden-S1,8
2025-02-24,Camden,Camden-S2,57
2025-02-24,Camden,Camden-S3,39
2025-02-25,Camden,Camden-S1,53
2025-02-25,Camden,Camden-S2,27
2025-02-25,Camden,Camden-S3,7
2025-02-26,Camden,Camden-S1,9
2025-02-26,Camden,Camden-S2,40
2025-02-26,Camden,Camden-S3,57
2025-02-27,Camden,Camden-S1,84
2025-02-27,Camden,Camden-S2,12
2025-02-27,Camden,Camden-S3,2
2025-02-28,Camden,Camden-S1,2
2025-02-28,Camden,Camden-S2,49
2025-02-28,Camden,Camden-S3,43
2025-03-01,Camden,Camden-S1,1
2025-03-01,Camden,Camden-S2,3
2025-03-01,Camden,Camden-S3,61
2025-03-02,Camden,Camden-S1,55
2025-03-02,Camden,Camden-S2,7
2025-03-02,Camden,Camden-S3,9
2025-03-03,Camden,Camden-S1,36
2025-03-03,Camden,Camden-S2,20
2025-03-03,Camden,Camden-S3,38
2025-03-04,Camden,Camden-S1,38
2025-03-04,Camden,Camden-S2,42
2025-03-04,Camden,Camden-S3,16
2025-03-05,Camden,Camden-S1,40
2025-03-05,Camden,Camden-S2,37
2025-03-05,Camden,Camden-S3,15
2025-03-06,Camden,Camden-S1,38
2025-03-06,Camden,Camden-S2,21
2025-03-06,Camden,Camden-S3,29
2025-03-07,Camden,Camden-S1,35
2025-03-07,Camden,Camden-S2,17
2025-03-07,Camden,Camden-S3,34
2025-03-08,Camden,Camden-S1,29
2025-03-08,Camden,Camden-S2,13
2025-03-08,Camden,Camden-S3,27
2025-03-09,Camden,Camden-S1,56
2025-03-09,Camden,Camden-S2,1
2025-03-09,Camden,Camden-S3,16
2025-03-10,Camden,Camden-S1,41
2025-03-10,Camden,Camden-S2,6
2025-03-10,Camden,Camden-S3,52
2025-03-11,Camden,Camden-S1,38
2025-03-11,Camden,Camden-S2,23
2025-03-11,Camden,Camden-S3,26
2025-03-12,Camden,Camden-S1,31
2025-03-12,Camden,Camden-S2,32
2025-03-12,Camden,Camden-S3,22
2025-03-13,Camden,Camden-S1,22
2025-03-13,Camden,Camden-S2,63
2025-03-13,Camden,Camden-S3,3
2025-03-14,Camden,Camden-S1,17
2025-03-14,Camden,Camden-S2,31
2025-03-14,Camden,Camden-S3,41
2025-03-15,Camden,Camden-S1,4
2025-03-15,Camden,Camden-S2,36
2025-03-15,Camden,Camden-S3,26
2025-03-16,Camden,Camden-S1,26
2025-03-16,Camden,Camden-S2,12
2025-03-16,Camden,Camden-S3,27
2025-03-17,Camden,Camden-S1,11
2025-03-17,Camden,Camden-S2,49
2025-03-17,Camden,Camden-S3,47
2025-03-18,Camden,Camden-S1,43
2025-03-18,Camden,Camden-S2,8
2025-03-18,Camden,Camden-S3,33
2025-03-19,Camden,Camden-S1,28
2025-03-19,Camden,Camden-S2,24
2025-03-19,Camden,Camden-S3,35
2025-03-20,Camden,Camden-S1,18
2025-03-20,Camden,Camden-S2,16
2025-03-20,Camden,Camden-S3,50
2025-03-21,Camden,Camden-S1,41
2025-03-21,Camden,Camden-S2,6
2025-03-21,Camden,Camden-S3,33
2025-03-22,Camden,Camden-S1,12
2025-03-22,Camden,Camden-S2,35
2025-03-22,Camden,Camden-S3,16
2025-03-23,Camden,Camden-S1,4
2025-03-23,Camden,Camden-S2,29
2025-03-23,Camden,Camden-S3,27
2025-03-24,Camden,Camden-S1,0
2025-03-24,Camden,Camden-S2,33
2025-03-24,Camden,Camden-S3,61
2025-03-25,Camden,Camden-S1,39
2025-03-25,Camden,Camden-S2,33
2025-03-25,Camden,Camden-S3,17
2025-03-26,Camden,Camden-S1,30
2025-03-26,Camden,Camden-S2,45
2025-03-26,Camden,Camden-S3,16
2025-03-27,Camden,Camden-S1,5
2025-03-27,Camden,Camden-S2,32
2025-03-27,Camden,Camden-S3,45
2025-03-28,Camden,Camden-S1,16
2025-03-28,Camden,Camden-S2,55
2025-03-28,Camden,Camden-S3,20
2025-03-29,Camden,Camden-S1,20
2025-03-29,Camden,Camden-S2,54
2025-03-29,Camden,Camden-S3,2
2025-03-30,Camden,Camden-S1,30
2025-03-30,Camden,Camden-S2,3
2025-03-30,Camden,Camden-S3,20
2025-03-31,Camden,Camden-S1,30
2025-03-31,Camden,Camden-S2,25
2025-03-31,Camden,Camden-S3,40
2025-04-01,Camden,Camden-S1,38
2025-04-01,Camden,Camden-S2,11
2025-04-01,Camden,Camden-S3,24
2025-04-02,Camden,Camden-S1,14
2025-04-02,Camden,Camden-S2,38
2025-04-02,Camden,Camden-S3,36
2025-04-03,Camden,Camden-S1,5
2025-04-03,Camden,Camden-S2,53
2025-04-03,Camden,Camden-S3,40
2025-04-04,Camden,Camden-S1,48
2025-04-04,Camden,Camden-S2,37
2025-04-04,Camden,Camden-S3,6
2025-04-05,Camden,Camden-S1,28
2025-04-05,Camden,Camden-S2,27
2025-04-05,Camden,Camden-S3,6
2025-04-06,Camden,Camden-S1,23
2025-04-06,Camden,Camden-S2,20
2025-04-06,Camden,Camden-S3,30
2025-04-07,Camden,Camden-S1,25
2025-04-07,Camden,Camden-S2,17
2025-04-07,Camden,Camden-S3,39
2025-04-08,Camden,Camden-S1,52
2025-04-08,Camden,Camden-S2,29
2025-04-08,Camden,Camden-S3,2
2025-04-09,Camden,Camden-S1,36
2025-04-09,Camden,Camden-S2,6
2025-04-09,Camden,Camden-S3,44
2025-04-10,Camden,Camden-S1,58
2025-04-10,Camden,Camden-S2,14
2025-04-10,Camden,Camden-S3,7
2025-04-11,Camden,Camden-S1,34
2025-04-11,Camden,Camden-S2,12
2025-04-11,Camden,Camden-S3,31
2025-04-12,Camden,Camden-S1,10
2025-04-12,Camden,Camden-S2,20
2025-04-12,Camden,Camden-S3,25
2025-04-13,Camden,Camden-S1,19
2025-04-13,Camden,Camden-S2,29
2025-04-13,Camden,Camden-S3,15
2025-04-14,Camden,Camden-S1,51
2025-04-14,Camden,Camden-S2,2
2025-04-14,Camden,Camden-S3,29
2025-04-15,Camden,Camden-S1,17
2025-04-15,Camden,Camden-S2,17
2025-04-15,Camden,Camden-S3,50
2025-04-16,Camden,Camden-S1,23
2025-04-16,Camden,Camden-S2,34
2025-04-16,Camden,Camden-S3,23
2025-04-17,Camden,Camden-S1,21
2025-04-17,Camden,Camden-S2,13
2025-04-17,Camden,Camden-S3,37
2025-04-18,Camden,Camden-S1,64
2025-04-18,Camden,Camden-S2,18
2025-04-18,Camden,Camden-S3,1
2025-04-19,Camden,Camden-S1,1
2025-04-19,Camden,Camden-S2,30
2025-04-19,Camden,Camden-S3,22
2025-04-20,Camden,Camden-S1,10
2025-04-20,Camden,Camden-S2,23
2025-04-20,Camden,Camden-S3,30
2025-04-21,Camden,Camden-S1,9
2025-04-21,Camden,Camden-S2,16
